"","X","common_name","scientific_name","recordist_name","recording_length","Date","TYPE","xc_id","Time","Country","Download_link","genus","file_dir"
"2037",2037,"Spix's Guan","Penelope jacquacu jacquacu","Andrew Spencer","0:38","2011-01-10","call","XC70331","14:00","Ecuador","https://xeno-canto.org/70331/download","Penelope","mp3s/Penelope2036.mp3"
"2038",2038,"Spix's Guan","Penelope jacquacu","Joseph Tobias and Nathalie Seddon","0:26","2001-09-25","call","XC63841","05:30","Peru","https://xeno-canto.org/63841/download","Penelope","mp3s/Penelope2037.mp3"
"2039",2039,"Spix's Guan","Penelope jacquacu","Luiz Gabriel Mazzoni","0:32","2010-01-01","alarm call?","XC42595","20:00","Brazil","https://xeno-canto.org/42595/download","Penelope","mp3s/Penelope2038.mp3"
"2040",2040,"Spix's Guan","Penelope jacquacu","A. Bennett Hennessey","0:54","1998-09-13","call, calls. wing whirrs.","XC3099","6:05","Bolivia","https://xeno-canto.org/3099/download","Penelope","mp3s/Penelope2039.mp3"
"2041",2041,"Spix's Guan","Penelope jacquacu","Sjoerd Mayer","0:50","1995-06-13","alarm call, alarm calls, wing sounds","XC2679","9:15","Bolivia","https://xeno-canto.org/2679/download","Penelope","mp3s/Penelope2040.mp3"
"2042",2042,"Spix's Guan","Penelope jacquacu","Tom OShea","0:11","2019-03-01","song","XC610355","13:30","Ecuador","https://xeno-canto.org/610355/download","Penelope","mp3s/Penelope2041.mp3"
"2043",2043,"Spix's Guan","Penelope jacquacu","Jacob R. Saucier","0:43","2010-08-19","alarm call","XC404605","12:00","Peru","https://xeno-canto.org/404605/download","Penelope","mp3s/Penelope2042.mp3"
"2044",2044,"Spix's Guan","Penelope jacquacu","Peter Boesman","0:11","2009-07-22","call","XC227401","18:00","Peru","https://xeno-canto.org/227401/download","Penelope","mp3s/Penelope2043.mp3"
"2045",2045,"Spix's Guan","Penelope jacquacu","Peter Boesman","0:16","2009-07-22","call","XC227400","18:00","Peru","https://xeno-canto.org/227400/download","Penelope","mp3s/Penelope2044.mp3"
"2046",2046,"Spix's Guan","Penelope jacquacu","Peter Boesman","0:33","1997-03-25","song","XC227399","05:45","Venezuela","https://xeno-canto.org/227399/download","Penelope","mp3s/Penelope2045.mp3"
"2047",2047,"Dusky-legged Guan","Penelope obscura bronzina","Rosendo Manuel Fraga","0:59","2000-07-21","call","XC495598","18:00","Brazil","https://xeno-canto.org/495598/download","Penelope","mp3s/Penelope2046.mp3"
"2048",2048,"Dusky-legged Guan","Penelope obscura bronzina","Rosendo Manuel Fraga","0:58","2000-10-20","call","XC495593","18:00","Brazil","https://xeno-canto.org/495593/download","Penelope","mp3s/Penelope2047.mp3"
"2049",2049,"Dusky-legged Guan","Penelope obscura bridgesi","Rosendo Manuel Fraga","0:22","1998-07-20","alarm call, call","XC461846","07:00","Argentina","https://xeno-canto.org/461846/download","Penelope","mp3s/Penelope2048.mp3"
"2050",2050,"Dusky-legged Guan","Penelope obscura bridgesi","Rosendo Manuel Fraga","0:38","1999-11-16","alarm call, call","XC447875","15:30","Argentina","https://xeno-canto.org/447875/download","Penelope","mp3s/Penelope2049.mp3"
"2051",2051,"Dusky-legged Guan","Penelope obscura bronzina","Ricardo José Mitidieri","0:19","2018-06-02","call","XC418780","18:00","Brazil","https://xeno-canto.org/418780/download","Penelope","mp3s/Penelope2050.mp3"
"2052",2052,"Dusky-legged Guan","Penelope obscura","Lari Boesing","2:01","2014-08-31","alarm call, call","XC389186","05:30","Brazil","https://xeno-canto.org/389186/download","Penelope","mp3s/Penelope2051.mp3"
"2053",2053,"Dusky-legged Guan","Penelope obscura bronzina","Ricardo José Mitidieri","1:38","2017-01-18","alarm call","XC352172","08:10","Brazil","https://xeno-canto.org/352172/download","Penelope","mp3s/Penelope2052.mp3"
"2054",2054,"Dusky-legged Guan","Penelope obscura","Jerome Fischer","0:22","2016-09-18","call","XC335236","08:00","Brazil","https://xeno-canto.org/335236/download","Penelope","mp3s/Penelope2053.mp3"
"2055",2055,"Dusky-legged Guan","Penelope obscura","Fernando Igor de Godoy","0:51","2011-07-22","call","XC299638","16:00","Brazil","https://xeno-canto.org/299638/download","Penelope","mp3s/Penelope2054.mp3"
"2056",2056,"Dusky-legged Guan","Penelope obscura","Fernando Igor de Godoy","1:14","2011-08-31","alarm call","XC299157","07:00","Brazil","https://xeno-canto.org/299157/download","Penelope","mp3s/Penelope2055.mp3"
"2057",2057,"Dusky-legged Guan","Penelope obscura","Jerome Fischer","0:20","2015-10-07","call","XC284577","06:00","Brazil","https://xeno-canto.org/284577/download","Penelope","mp3s/Penelope2056.mp3"
"2058",2058,"Dusky-legged Guan","Penelope obscura bronzina","Antonio Silveira","1:11","2014-01-08","call, song","XC164663","11:00","Brazil","https://xeno-canto.org/164663/download","Penelope","mp3s/Penelope2057.mp3"
"2059",2059,"Dusky-legged Guan","Penelope obscura bronzina","João Vitor Oliveira de Souza","0:22","2022-06-28","song","XC744792","17:00","Brazil","https://xeno-canto.org/744792/download","Penelope","mp3s/Penelope2058.mp3"
"2060",2060,"Dusky-legged Guan","Penelope obscura","Fernando Igor de Godoy","0:07","2020-02-08","call, wing sound","XC705783","04:30","Brazil","https://xeno-canto.org/705783/download","Penelope","mp3s/Penelope2059.mp3"
"2061",2061,"Dusky-legged Guan","Penelope obscura","Fernando Igor de Godoy","0:09","2020-02-08","call, wing sound","XC705781","04:30","Brazil","https://xeno-canto.org/705781/download","Penelope","mp3s/Penelope2060.mp3"
"2062",2062,"Dusky-legged Guan","Penelope obscura","Jacob Wijpkema","1:10","2021-07-03","call, song","XC663426","09:54","Bolivia","https://xeno-canto.org/663426/download","Penelope","mp3s/Penelope2061.mp3"
"2063",2063,"Dusky-legged Guan","Penelope obscura","Jacob Wijpkema","0:29","2021-07-03","call","XC663424","08:21","Bolivia","https://xeno-canto.org/663424/download","Penelope","mp3s/Penelope2062.mp3"
"2064",2064,"Dusky-legged Guan","Penelope obscura bronzina","Arthur Gomes","0:52","2020-09-06","call","XC586953","06:00","Brazil","https://xeno-canto.org/586953/download","Penelope","mp3s/Penelope2063.mp3"
"2065",2065,"Dusky-legged Guan","Penelope obscura bridgesi","Niels Krabbe","6:14","2019-11-26","call, calls","XC508607","06:00","Argentina","https://xeno-canto.org/508607/download","Penelope","mp3s/Penelope2064.mp3"
"2066",2066,"Dusky-legged Guan","Penelope obscura","Bruno Rennó","1:12","2019-04-01","call","XC467088","06:01","Brazil","https://xeno-canto.org/467088/download","Penelope","mp3s/Penelope2065.mp3"
"2067",2067,"Dusky-legged Guan","Penelope obscura","Victor Antonelli","4:54","2018-08-31","song","XC433347","07:30","Brazil","https://xeno-canto.org/433347/download","Penelope","mp3s/Penelope2066.mp3"
"2068",2068,"Dusky-legged Guan","Penelope obscura","Caio Brito","0:19","2017-03-24","canto","XC427751","06:20","Brazil","https://xeno-canto.org/427751/download","Penelope","mp3s/Penelope2067.mp3"
"2069",2069,"Dusky-legged Guan","Penelope obscura","Caio Brito","0:26","2016-09-30","chamado","XC427750","06:15","Brazil","https://xeno-canto.org/427750/download","Penelope","mp3s/Penelope2068.mp3"
"2070",2070,"Dusky-legged Guan","Penelope obscura","Ross Gallardy","0:17","2017-03-22","call","XC415962","08:30","Brazil","https://xeno-canto.org/415962/download","Penelope","mp3s/Penelope2069.mp3"
"2071",2071,"Dusky-legged Guan","Penelope obscura","Ross Gallardy","0:23","2017-03-22","call","XC415961","08:30","Brazil","https://xeno-canto.org/415961/download","Penelope","mp3s/Penelope2070.mp3"
"2072",2072,"Dusky-legged Guan","Penelope obscura","JAYRSON ARAUJO DE OLIVEIRA","0:22","2017-11-08","song","XC415423","06:58","Brazil","https://xeno-canto.org/415423/download","Penelope","mp3s/Penelope2071.mp3"
"2073",2073,"Dusky-legged Guan","Penelope obscura","GABRIEL LEITE","0:09","2016-12-27","call","XC348115","07:30","Brazil","https://xeno-canto.org/348115/download","Penelope","mp3s/Penelope2072.mp3"
"2074",2074,"Dusky-legged Guan","Penelope obscura","Rodrigo Dela Rosa","0:36","2016-12-10","alarm call","XC345983","19:30","Brazil","https://xeno-canto.org/345983/download","Penelope","mp3s/Penelope2073.mp3"
"2075",2075,"Dusky-legged Guan","Penelope obscura","Odirlei Vieira da Fonseca","1:06","2016-08-10","song","XC336111","11:30","Brazil","https://xeno-canto.org/336111/download","Penelope","mp3s/Penelope2074.mp3"
"2076",2076,"Dusky-legged Guan","Penelope obscura","Luis Fernandez Campos","2:51","2016-07-30","call, drumming","XC329832","10:30","Argentina","https://xeno-canto.org/329832/download","Penelope","mp3s/Penelope2075.mp3"
"2077",2077,"White-crested Guan","Penelope pileata","Nick Athanas","0:16","2006-01-22","call","XC7107","15:00","Brazil","https://xeno-canto.org/7107/download","Penelope","mp3s/Penelope2076.mp3"
"2078",2078,"White-crested Guan","Penelope pileata","Felipe Arantes","0:41","2022-03-26","alarm call","XC713440","06:00","Brazil","https://xeno-canto.org/713440/download","Penelope","mp3s/Penelope2077.mp3"
"2079",2079,"White-crested Guan","Penelope pileata","Felipe Arantes","0:23","2021-10-31","song","XC694206","08:00","Brazil","https://xeno-canto.org/694206/download","Penelope","mp3s/Penelope2078.mp3"
"2080",2080,"White-crested Guan","Penelope pileata","GABRIEL LEITE","0:42","2020-03-12","call","XC534667","06:30","Brazil","https://xeno-canto.org/534667/download","Penelope","mp3s/Penelope2079.mp3"
"2081",2081,"White-crested Guan","Penelope pileata","GABRIEL LEITE","1:08","2020-03-03","call","XC533365","07:00","Brazil","https://xeno-canto.org/533365/download","Penelope","mp3s/Penelope2080.mp3"
"2082",2082,"White-crested Guan","Penelope pileata","Peter Boesman","0:33","2005-01-13","call","XC227436","17:45","Brazil","https://xeno-canto.org/227436/download","Penelope","mp3s/Penelope2081.mp3"
"2083",2083,"White-crested Guan","Penelope pileata","GABRIEL LEITE","0:13","2012-02-29","song","XC118998","10:00","Brazil","https://xeno-canto.org/118998/download","Penelope","mp3s/Penelope2082.mp3"
"2084",2084,"White-crested Guan","Penelope pileata","Jeremy Minns","0:47","2005-10-29","call","XC85278","08:05","Brazil","https://xeno-canto.org/85278/download","Penelope","mp3s/Penelope2083.mp3"
"2085",2085,"White-crested Guan","Penelope pileata","Jeremy Minns","1:00","2000-09-04","call","XC66645","6:24","Brazil","https://xeno-canto.org/66645/download","Penelope","mp3s/Penelope2084.mp3"
"2086",2086,"White-crested Guan","Penelope pileata","Sidnei de Melo Dantas","1:03","2005-07-14","call","XC4885","17:00","Brazil","https://xeno-canto.org/4885/download","Penelope","mp3s/Penelope2085.mp3"
"2087",2087,"White-crested Guan","Penelope pileata","Bradley Davis","0:25","2011-01-29","call","XC91206","07:00","Brazil","https://xeno-canto.org/91206/download","Penelope","mp3s/Penelope2086.mp3"
"2088",2088,"White-crested Guan","Penelope pileata","Peter Boesman","0:18","2005-01-13","call","XC227437","15:00","Brazil","https://xeno-canto.org/227437/download","Penelope","mp3s/Penelope2087.mp3"
"2089",2089,"Chestnut-bellied Guan","Penelope ochrogaster","Dante Buzzetti","3:00","2004-07-10","alarm call","XC657806","8:45","Brazil","https://xeno-canto.org/657806/download","Penelope","mp3s/Penelope2088.mp3"
"2090",2090,"Chestnut-bellied Guan","Penelope ochrogaster","GABRIEL LEITE","0:32","2020-11-03","call","XC602702","06:30","Brazil","https://xeno-canto.org/602702/download","Penelope","mp3s/Penelope2089.mp3"
"2091",2091,"Chestnut-bellied Guan","Penelope ochrogaster","JAYRSON ARAUJO DE OLIVEIRA","0:26","2017-10-16","song","XC415421","17:14","Brazil","https://xeno-canto.org/415421/download","Penelope","mp3s/Penelope2090.mp3"
"2092",2092,"Chestnut-bellied Guan","Penelope ochrogaster","Luiz Gabriel Mazzoni","0:16","2011-07-20","alarm call","XC174772","17:07","Brazil","https://xeno-canto.org/174772/download","Penelope","mp3s/Penelope2091.mp3"
"2093",2093,"Chestnut-bellied Guan","Penelope ochrogaster","Luiz Gabriel Mazzoni","0:17","2011-07-20","alarm call","XC174771","17:04","Brazil","https://xeno-canto.org/174771/download","Penelope","mp3s/Penelope2092.mp3"
"2094",2094,"Chestnut-bellied Guan","Penelope ochrogaster","Antonio Silveira","0:19","2008-05-17","song","XC100813","morning","Brazil","https://xeno-canto.org/100813/download","Penelope","mp3s/Penelope2093.mp3"
"2095",2095,"Chestnut-bellied Guan","Penelope ochrogaster","Peter Boesman","0:43","2005-08-01","call","XC227433","07:00","Brazil","https://xeno-canto.org/227433/download","Penelope","mp3s/Penelope2094.mp3"
"2096",2096,"Chestnut-bellied Guan","Penelope ochrogaster","Paul Donahue","0:23","2009-05-20","call","XC71199","17:12","Brazil","https://xeno-canto.org/71199/download","Penelope","mp3s/Penelope2095.mp3"
"2097",2097,"Chestnut-bellied Guan","Penelope ochrogaster","Paul Donahue","0:12","2009-05-20","call","XC71198","17:12","Brazil","https://xeno-canto.org/71198/download","Penelope","mp3s/Penelope2096.mp3"
"2098",2098,"Chestnut-bellied Guan","Penelope ochrogaster","Paul Donahue","0:55","2002-06-07","alarm call","XC23712","8:20","Brazil","https://xeno-canto.org/23712/download","Penelope","mp3s/Penelope2097.mp3"
"2099",2099,"Chestnut-bellied Guan","Penelope ochrogaster","Peter Boesman","0:03","2005-07-31","wing whirring","XC227434","06:15","Brazil","https://xeno-canto.org/227434/download","Penelope","mp3s/Penelope2098.mp3"
"2100",2100,"Chestnut-bellied Guan","Penelope ochrogaster","Miguel Castelino","0:12","1995-09-28","song","XC60609","?:?","Brazil","https://xeno-canto.org/60609/download","Penelope","mp3s/Penelope2099.mp3"
"2101",2101,"White-browed Guan","Penelope jacucaca","Weber Girão","0:34","2018-07-28","alarm call, song","XC428821","18:00","Brazil","https://xeno-canto.org/428821/download","Penelope","mp3s/Penelope2100.mp3"
"2102",2102,"White-browed Guan","Penelope jacucaca","Caio Brito","0:03","2016-05-31","som mecânico","XC427749","16:25","Brazil","https://xeno-canto.org/427749/download","Penelope","mp3s/Penelope2101.mp3"
"2103",2103,"White-browed Guan","Penelope jacucaca","Ciro Albano","0:18","2006-10-20","call, song","XC7917","05:00","Brazil","https://xeno-canto.org/7917/download","Penelope","mp3s/Penelope2102.mp3"
"2104",2104,"Trinidad Piping Guan","Pipile pipile","Ken Allaire","0:54","2008-07-26","call","XC23854","6:30","Trinidad & Tobago","https://xeno-canto.org/23854/download","Pipile","mp3s/Pipile2103.mp3"
"2105",2105,"Blue-throated Piping Guan","Pipile cumanensis","Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt)","0:11","2001-01-02","","XC525641","?","Colombia","https://xeno-canto.org/525641/download","Pipile","mp3s/Pipile2104.mp3"
"2106",2106,"Blue-throated Piping Guan","Pipile cumanensis","Jerome Fischer","0:43","2019-01-03","song","XC449253","09:30","Colombia","https://xeno-canto.org/449253/download","Pipile","mp3s/Pipile2105.mp3"
"2107",2107,"Blue-throated Piping Guan","Pipile cumanensis","Jacob Wijpkema","2:57","2022-08-11","call, song, subsong, wing-noise","XC746060","05:47","Bolivia","https://xeno-canto.org/746060/download","Pipile","mp3s/Pipile2106.mp3"
"2108",2108,"Blue-throated Piping Guan","Pipile cumanensis cumanensis","Dante Buzzetti","0:06","2008-08-06","wing flutter","XC566921","7:54","Brazil","https://xeno-canto.org/566921/download","Pipile","mp3s/Pipile2107.mp3"
"2109",2109,"Blue-throated Piping Guan","Pipile cumanensis","Paul Coopmans","0:21","1989-04-00","alarm call, alarm calls","XC264387","?","Ecuador","https://xeno-canto.org/264387/download","Pipile","mp3s/Pipile2108.mp3"
"2110",2110,"Blue-throated Piping Guan","Pipile cumanensis","John V. Moore","0:14","1992-11-00","wing flutter","XC257422","?","Ecuador","https://xeno-canto.org/257422/download","Pipile","mp3s/Pipile2109.mp3"
"2111",2111,"Blue-throated Piping Guan","Pipile cumanensis","John V. Moore","0:35","1992-11-00","call, tew' calls","XC257421","?","Ecuador","https://xeno-canto.org/257421/download","Pipile","mp3s/Pipile2110.mp3"
"2112",2112,"Blue-throated Piping Guan","Pipile cumanensis","John V. Moore","0:20","1995-05-00","call, tew' calls","XC257420","?","Ecuador","https://xeno-canto.org/257420/download","Pipile","mp3s/Pipile2111.mp3"
"2113",2113,"Blue-throated Piping Guan","Pipile cumanensis","John V. Moore","0:29","1994-03-00","song","XC257419","?","Ecuador","https://xeno-canto.org/257419/download","Pipile","mp3s/Pipile2112.mp3"
"2114",2114,"Blue-throated Piping Guan","Pipile cumanensis","Mauricio Álvarez Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt)","0:15","2000-01-01","mecánico","XC117337","?","Colombia","https://xeno-canto.org/117337/download","Pipile","mp3s/Pipile2113.mp3"
"2115",2115,"Blue-throated Piping Guan","Pipile cumanensis","Israel Aragon","0:20","2008-05-06","song, song (intense)","XC20752","16:00","Peru","https://xeno-canto.org/20752/download","Pipile","mp3s/Pipile2114.mp3"
"2116",2116,"Blue-throated Piping Guan","Pipile cumanensis grayi","Richard E. Webster","0:09","2021-11-10","wing rattle","XC707546","06:38","Bolivia","https://xeno-canto.org/707546/download","Pipile","mp3s/Pipile2115.mp3"
"2117",2117,"Blue-throated Piping Guan","Pipile cumanensis grayi","Richard E. Webster","3:10","2021-11-08","song, wing rattle","XC707545","08:36","Bolivia","https://xeno-canto.org/707545/download","Pipile","mp3s/Pipile2116.mp3"
"2118",2118,"Blue-throated Piping Guan","Pipile cumanensis","Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt)","0:13","2000-01-01","","XC524040","?","Colombia","https://xeno-canto.org/524040/download","Pipile","mp3s/Pipile2117.mp3"
"2119",2119,"Blue-throated Piping Guan","Pipile cumanensis","Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt)","0:14","2000-01-01","","XC524039","?","Colombia","https://xeno-canto.org/524039/download","Pipile","mp3s/Pipile2118.mp3"
